name,,,,,
angostura aromatic bitters,alcohol,lauren,"a concentrated bitters (herbal alcoholic preparation) based on gentian, herbs and spices,[1] by House of Angostura in Trinidad and Tobago. It is typically used for flavouring beverages or, less often, food. The bitters were first produced in the town of Angostura (now Ciudad Bolívar, Venezuela), hence the name, but do not contain angostura bark.",#have it from review code already,no reviews
angostura bitters,alcohol,lauren,"a concentrated bitters (herbal alcoholic preparation) based on gentian, herbs and spices,[1] by House of Angostura in Trinidad and Tobago. It is typically used for flavouring beverages or, less often, food. The bitters were first produced in the town of Angostura (now Ciudad Bolívar, Venezuela), hence the name, but do not contain angostura bark.",#have it from review code already,no reviews
angostura,alcohol,lauren,"a concentrated bitters (herbal alcoholic preparation) based on gentian, herbs and spices,[1] by House of Angostura in Trinidad and Tobago. It is typically used for flavouring beverages or, less often, food. The bitters were first produced in the town of Angostura (now Ciudad Bolívar, Venezuela), hence the name, but do not contain angostura bark.",#same as one above ^,no reviews
peychaud's bitters,alcohol,lauren,"Peychaud's Bitters is a bitters distributed by the American Sazerac Company.[1][2] It was originally created around 1830 by Antoine Amédée Peychaud, a Creole apothecary from the French colony of Saint-Domingue (now Haiti) who settled in New Orleans, Louisiana in 1795.[3][4] It is a gentian-based bitters, comparable to Angostura bitters, but with a predominant anise aroma combined with a background of mint.[5] Peychaud's Bitters is the definitive component of the Sazerac cocktail. [6][7]",#have it from review code already,
bitters,alcohol,lauren,"A bitters is traditionally an alcoholic preparation flavored with botanical matter so that the end result is characterized by a bitter, sour, or bittersweet flavor. Numerous longstanding brands of bitters were originally developed as patent medicines, but now are sold as digestifs, sometimes with herbal properties, and cocktail flavorings.",#same as one above ^,
orange bitters,alcohol,lauren,"Orange bitters is a form of bitters, a cocktail flavoring made from the peels of Seville oranges, cardamom, caraway seed, coriander and burnt sugar in an alcohol base. Orange bitters, which are not to be confused with standard Angostura bitters, are currently enjoying a resurgence among cocktail enthusiasts.[1]Renowned mixologist Gary Regan created Regan's Orange Bitters in the 1990s.[2] Regan's are bottled and sold by the Sazerac Company, whose CEO, Mark Brown, had worked with Regan to create a modern version of these bitters. Since 2006 The Bitter Truth in Germany has produced all natural orange bitters and there are now a number of different brands on the market, including Bittercube and Angostura Orange Bitters.[2]",#have two reviews from code already,
absinthe,alcohol,lauren,"Absinthe (/ˈæbsɪnθ, -sæ̃θ/; French: [apsɛ̃t]) is historically described as a distilled, highly alcoholic beverage (45–74% ABV / 90–148 U.S. proof).[1][2][3][4] It is an anise-flavoured spirit derived from botanicals, including the flowers and leaves of Artemisia absinthium (""grand wormwood""), together with green anise, sweet fennel, and other medicinal and culinary herbs.[5] Absinthe traditionally has a natural green colour, but may also be colourless. It is commonly referred to in historical literature as ""la fée verte"" (the green fairy). It is sometimes mistakenly referred to as a liqueur, but it is not traditionally bottled with added sugar and is, therefore, classified as a spirit.[6] Absinthe is traditionally bottled at a high level of alcohol by volume, but it is normally diluted with water prior to being consumed.","the jade products are my favourite absinthes. they're all alike to a point, with subtle differences. so far, they all make me feel that spending ?60 a bottle on reasonable absinthes so far has been a waste of money. well worth the money. this has a pale amber with a hint of green colour on pouring, becoming greener on forming a louche. my sense of smell isn't the best, but i can definitely detect angelica and anise, and maybe fennel. for me, the herbal taste is slightly stronger than others i've tried so far, particularly the bitter wormwood taste, yet remaining distinctly creamy - particularly with the bitter, creamy, numbing finish. i can definitely taste the aniseed and angelica with perhaps a hint of licorice, and a mild taste of lime amongst others i can't put my finger on - but less licorice than noted in the jade new orleans. it feels more punchy than others i've tried so far, and amongst one of my favourites. very tasty. like other larger bottles in the range, it's stoppered with a plain cork, so make sure you have a stopper unless you intend to finish the bottle! the small bottles i've tried come with stoppers.",
asperol,alcohol,lauren,"Aperol is an Italian apéritif made of gentian, rhubarb, and cinchona, among other ingredients. Aperol has an alcohol content of 11%—less than half that of Campari. Aperol and Campari have the same sugar content,[2] and Aperol is less bitter in taste. Campari is also much darker in color. Aperol to be sold in Germany has an alcohol content of 15% to avoid German container deposit legislation regulations.","served with prosecco, soda and a slice of orange, it brought back very nice memories of our summer holiday.excellent with prosecco and a dash of mineral water!!i didn't like the taste (it was mixed with some sparkling apple cider).great as we love the real glasses with it too. fun!fantastic. feels like being on holiday when we have an aperol spritz.love aperol spritz, its so easy to prepare and great aperitif!fantastic drink, i love spritzel aperolexcellent taste, brought back memories of holidays in italy in the sun.3 parts prosecco, 2 parts aperol, 1 part soda poured over ice - pop in some chunks of orange and an olive on a stick - fantastic!wonderful stuff! hooked whilst in venice last week - became my nightly aperitif!had my first taste of this on holdiday in tuscany last month.. now i'm hooked..its bitter & refreshing at the same time..and a true reminder of my italian adventure!lovely drink i drunk it on holiday .at lake gardayes, we also had this drink in alba, italy a few weeks ago. it is soooo good, a fun, pretty and unique drink!rhubarb and rye. had it in new orleans....maybe the best drink, ever!we have been drinking aperol across northern italy for the last 40 years. nobody has given the original way we drank aperol. take a glass and run a piece of lemon round the rim, then dip the rim in sugar. then add about a quarter aperol and three quarters of soda. it is a very refreshing drink, which is low in alcohol, and so, good for driving.had lovely introduction with aperol on a recent holiday in mestre would now like to but some!first drank this in lido di jesolo. it's very refreshing and i was instantl hooked. now no one can go to italy withour bringing us a bottle back!discovered this in verona, a stone's throw from the arena - very romantic. we saw the locals drinking it and asked what it is - ""spritz aperol"" was the reply, which didn't mean a lot to us, but it was the gorgeous colour which sold it to us. half an hour later it was 'due piu, per favore!'i am hooked.....had it in bologna this weekend....aperol mixed with rosecco, soda, ice, slice of orange.had this great drink in lake garda,after seeing everybody drinking it,also calledspritz.its that good to drink stopped of at bars 3 or 4 times a day,highly recommended.",
banana liqueur,alcohol,lauren,"A bottle of banana flavoured liqueur from French maestros Lejay-Lagoute, best-known for their legendary Crème de Cassis. Very fruity, this works well in both long drinks or in cocktails.",,no reviews
benedictine,alcohol,lauren,"Unlike other herbal liqueurs, Bénédictine is not medicinal. Instead, it has the flavor of sweet honey accented with holiday spices, stone fruits, and an herbal nuance. Imagine brandy mixed with gin and sweetened with honey and you'll have a close idea of the intriguing taste of Bénédictine .","i first drank dom benedictine in 1968 and have been drinking it ever since. i'm now 68 and i don't drink it every day, but i have it at least 6 times a year. it's wonderful. i seem to remember it was much paler when i first tasted it, but i'm still very fond of it.magical cure of all know illsbest there isexcellent after opening the bottle, but the taste becomes abysmal a week later. try a wine stopper and/or refrigerate it after opening the bottle.this is an enjoyable liqueur. it reminds me a little of drambuie but it''s much more refined. although definitely herbal the citrus is there - enough to make for an interesting alternative to triple sec in a margarita. if you''re stocking a home bar it''s worth having a bottle of this tucked away at the back.a great and warming herbal liqueur. best on its own. also combines well with brandy in equal quantities to make a b",
blue curaçao liqueur,alcohol,lauren,"Briottet's Blue Curaçao is a classic example of the famous liqueur made with the zest of bitter and Seville oranges. This will add a citrus character and blue colour to your cocktails, for example when combined with vodka and lemon juice in a Blue Lagoon. A must in cocktails, elaborated in the best tradition from a distillation of orange peels, bringing out a strong citrus smell.  In the mouth comes out the flavour of bitter oranges, from the blossom to the peel. ",,no reviews
créme de cacao liqueur,alcohol,lauren,"Crème de Cacao is a sweet alcoholic liqueur (chocolate bean) flavored liqueur, often scented with a hint of vanilla. It is different from chocolate liqueur, which is usually sweeter and more syrupy. It comes in 2 varieties, dark and white. Commonly used in mocha martinis or coffee drinks. This sweet syrup may also be sued to pour over desserts and ice cream.",,no reviews
crème de cacao,alcohol,lauren,"Crème de Cacao is a sweet alcoholic liqueur (chocolate bean) flavored liqueur, often scented with a hint of vanilla. It is different from chocolate liqueur, which is usually sweeter and more syrupy. It comes in 2 varieties, dark and white. Commonly used in mocha martinis or coffee drinks. This sweet syrup may also be sued to pour over desserts and ice cream.",,no reviews
crème de cassis,alcohol,lauren,"Merlet's high quality crème de cassis, made from the Noir de Bourgogne variety. Concentrated and fruity with enough sour fruit to balance the liqueur sweetness. Well-balanced liqueur, fruity and mellow, the ""Cassis Lejay"" is a sure winner among blackcurrant liqueurs.  An aromatic and intensely fruity liqueur that's teaming with ripe blackcurrants, plus subtle hints of raspberry and earthiness. It's sweet but well balanced and is great either in the rocks or in cocktails – mixing it with sparkling for a Kir Royale is a must. ",,no reviews
crème de framboise,alcohol,lauren,A beautifully packaged 50cl bottle of raspberry liqueur from the 1950s. The ideal way to add a zingy fruitiness to your cocktails.,,no reviews
créme de mure,alcohol,lauren,"A wild (sauvage) blackberry liqueur (crème de mûre) from Merlet. Made from a combination of Black Diamond, Himalaya and Perle Noire blackberries, this is deep, fruity and complex.",beautiful flavour! works perfectly in a bramble.fantastic fruit liqueur. especially good over vanilla ice cream with fresh rasberries.a very smooth and pleasant drink after a good meal or as a blender for champagne.,
créme de violette,alcohol,lauren,"A fabulously intense creme de violette from Bitter Truth. As you would expect from this exalted producer, only the finest ingredients are used - in this case wild alpine violet flowers. This will revolutionise your Aviations. Among the native wildflowers found in the Alps are the Queen Charlotte and March Violets. Elegant in its simplicity, this authentic Crème de Violette captures their fragrance, vibrant colors, and taste. Enjoy this liqueur in classic cocktails such as the Blue Moon or Aviation, or as an ingredient in continental cuisine. violetty","Lovely flavour, not too overpowering, perfect for cocktails.",
dark créme de cacao,alcohol,lauren,DeKuyper Creme De Cocao Dark is a sweet chocolate liqueur made with African cacao and vanilla from Madagascar.,,not on site
elderflower cordial,alcohol,lauren,"A more traditional offering from the creative folk at Urban Cordial. This combines freshly foraged elderflowers and fresh lemon juice for a beguilingly floral cordial. Just add sparkling water, or use it in your favourite cocktail. Made using only natural ingredients, Norfolk Wild Elderflower, with its unmistakable golden colour, evokes scenes of British hedgerows with fresh elderflower and citrus tones.",,
schweppes blackcurrant cordial,alcohol,lauren,Schweppes Blackcurrant Flavour Cordial is part of the Schweppes Cordials range. These deliciously fruity drinks come in a range of flavours and are served diluted with water.,,
lillet blanc,alcohol,lauren,"A top-drawer white wine-based aperitif from Bordeaux, made with local wines blended with fruit brandies and matured in oak for between six to twelve months.","essential ingredient for the summer. try a shot of this in just soda or tonic. make a lightweight martini with it 2:1 into gin. especially a martini variant with fruit juices too. but if you're looking for the old kina lillet to make a james bond vesper or a corpse reviver, go for cocchi americano instead.cocchi americano is a fabulous replacement for the original kina lillet.there is still quinine in lillet. the recipe of lillet contains less sugar than the kina lillet one. to to counterbalance, there is less quinine. but this is false to pretend there is no more quinine in lillet. and of course, you still can recreate the james bond favorite vesper with lillet.the original ""kina lillet"" although not technically a vermouth was somewhat dry due due to the incorporation of the bark of the cinchona tree, which contains quinine. the modern formulation ""lillet blanc"" was invented for ""modern"" palates i.e. young drinkers and the quinine has been left out. so if you were hoping to recreate james bond's ""vesper"" cocktail you're out of luck - kina lillet is no longer sold.the word vermouth comes from the german word for ""wormwood"", a bitter herb sometimes used to treat upset stomachs, and an essential ingredient for vermouths made by martini and noilly prat, in fact it is the wormwood which imparts the ""dryness"" in any dry martini.sorry, but why exactly is this not a vermouth? what are the rules? is this an aromatised wine, and if so, why is it not a vermouth?? thx, jimbo85% wine 15 % liquor (this is not vermouth)re: vermouth - i've never thought of lillet as a vermouth, but the label on my bottle says ""blended with herbs and fruits"". so, unless there is another criteria besides being fortified and blended with herbs/spices i guess it would correctly be considered a vermouth.btw- my favorite vesper is 3oz dry fly gin, 1oz dry fly vodka, splash of lillet and 3 drops fee bros citrus bitters. enjoy!2 drops angustura bitters, splash of lillet, 1 oz chase vodka, 3oz crown jewel gin = the best vesper imaginablethey are both fortified wines, but vermouths are blended with herbs and spices ( like kfc).absolutely delicious on its own chilled or a must have ingredient for my favourite cocktail, the 'vesper'.a must have for any drinks enthusiast.1/2 oz kina lillet 3 oz tanqueray gin1 oz stolichnaya vodkacan anyone explain exactly why lillet is not a vermouth instead of just saying that it isn't one?its not a vermouth.what would be the expected shelf life and what is the best metheod of storage once opened? i want to get a bottle for my vespers but a bottle goes a long way and it's about three times more expensive than most vermouth.excellent by itself, as well.reminds me my mother, in some elegant meetings, had lillet, served chilledgood stufftry it with gordans gin and skimrof vodkalovely, light, golden, floral vermouth, refreshing alternative to extra dry or bianco cinzano and martini. try it long, especially on a hot day, topped up with various fruit juices or even simple lemonade and ice.",
amaretto liqueur,alcohol,lauren,"Rich, sweet and syrupy – but not sticky – there’s a freshness to it, too. As expected, almond is the predominant flavour, expertly balanced by notes of orange, marzipan, orange zest, hints of ginger and honey and a very slight bitterness to offset the sweetness.","the best amaretto i've ever had! got it as a christmas present from my bro. not sticky, and lingers in an unobtrusive way. definitely buying again!liquid heavenbeautiful. i'm not one for really sweet stuff, so i wasn't sure but this is refreshingly sweet without being sickly in any way. easily drinkable as refreshing nightcap.a beautiful ameretto that has converted me from disaronno, even my wife likes it.nicest amaretto i have had. very smooth.tastes amazing, puts disaronno to shame!absolutely fantastic!wow ! what a drink!awesome",
amaretto,alcohol,lauren,"Amaretto (Italian for ""a little bitter"") is a sweet Italian liqueur that originated in Saronno, Italy. While originally flavoured from bitter almonds, various modern commercial brands are prepared from a base of apricot stones, peach stones, or almonds, all of which are natural sources of the benzaldehyde that provides the principal almond-like flavour of the liqueur.[1][2] When served as a beverage, amaretto can be drunk by itself, used as an ingredient to create several popular mixed drinks, or added to coffee. Amaretto is also commonly used in culinary applications.","very good tasteyes! it's very smooth with a tropical punch and slice of lemonthe best amaretto on the market. only brand i use to make home made vanilla.this & jack daniels are my top drink's, not getting any nicer than them!disaronno and a splash of cranberry. a chicks drink for sure!first time i tried this was about 3 years ago at a campout someone had it and passed me it, i tasted it and first thing i said was, ""taste like cake! like battenberg"", seems you agree! :) this is lovely, as its only 28% its easy and best drinking on the rocks, although is great with coke or gingersimply gorgeous!margaret ktastes like dr pepper !love good marzipan so love this tooadam johnson of mcfc likes this drinka love this drink!add equal quantity of jack daniels to amaretto on ice is a fabulous drink and a lovely winter warming drinkfantastic on ice cream.a great liqueur, but it is a strongly marzipan flavour. so depends if you are a marzipan lover ! however, a sicilian kiss where you mix it with southern comfort in equal quantities is a well balanced cocktail. a favourite of our head foxicologist !is there a similar drink to this, if yes please reply. because i need this as part of an ingrediant to my banoffe pie but this is a very expensive drink so i was woundering if there is a cheaper version of something similar . thanks very much ,is there a similar drink to this, if yes please reply. because i need this as part of an ingrediant to my banoffe pie but this is a very expensive drink so i was woundering if there is a cheaper version of something similar . thanks very much ,very nice drink. became a firm favourite when mixed with coke (has a good taste of flat dr.pepper). or same mix, with blackcurran added. all around very nice drinkbeautiful drink. has a strong taste of amaretto. very much like marzipan. nice on the rocks or added to sweeten a screwdriver, it's nice all around.",
calvados,alcohol,lauren,"Lecompte's 5 Year Old Calvados is light and fruity. The combination of apple and vanilla notes allows it to work well in cocktails and long drinks. Introduced to the range in 2014, Roger Groult's 12 Year Old is a complex Calvados with notes of mature apples, candied orange peel and spice. This can be enjoyed before or after a meal, as well as with chocolate- or apple-based desserts.",,
campari,alcohol,lauren,An Italian bitter liqueur aperitif created in the 19th century in a coffee shop in Milan by Gaspare Campari. Flavoured with a bewildering array of 68 herbs and spices.,"i bought two bottles of this for the free glasses which are quite sturdy unlike the flimsy efforts you usually get with free offerings.i love campari and i have this as an aperitif whenever we go out to dinner.a long time favourite,well worth trying if you have not done so before!my favorite mixer: campari & tonic! refreshing and not too sweet..interesting drink on its own but fantastic as part of a negroni.my favourite bitter. too sweet though, so i usually mix with equal parts of xdry martini, orange juice, or better even, fresh grapefruit juice, a slice of lemon, ice and top with a little sparkling water. san pellegrino aranciata also works well and a drop of whisky never hurts.certainly unique. takes some getting used to. try sipping it full strength over ice.",
maraschino liqueur,alcohol,lauren,"A Maraschino Liqueur produced by Stock of Trieste, Italy. With the cherry notes accompanied by an almond hint, we estimate this was bottled in the 1970s.","deep, complex flavours, not too sweet - exquisite!",
orange liqueur,alcohol,lauren,"An age old recipe combining a citrus fruit-laden distillate with 10 year old brandy to produce a vividly golden, fruity orange liqueur.","it tastes very goodvery happy we've been looking for agesfantastic smooth vibrant orange flavor with aftertaste of a premium brandy. good flavored liqueur.quite delicious! smooth, unusual in that not everyone is familiar with it, slightly floral with a heady orange-brandy taste. like all good liqueurs, has a gentle aftertaste.strong hits of orange zest with hints of brandy as an after taste. otherwise a very good orange liqueur. nice in a hot chocolate,",
peach schnapps,alcohol,lauren,"A peach-flavoured liqueur from Berentzen, also famed for their sweet Apfelkorn. The brand is a favourite of Brits who have lived in Germany and excellent straight from the freezer.","i bought this mostly as an ingredient for a cocktail i wanted to try, but even on it's own it has a good flavour. it has the aroma of ripe peaches, doesn't bite much, and is nicely sweet. good neat or as a sweet ingredient for a cocktail with mostly bitter ingredients to balance each other out.",
raspberry liqueur,alcohol,lauren,"A remarkable raspberry liqueur.Bright ruby colour with a fuchsia tint.  The nose is distinctly stony, but on the palate the liveliness of the fruit is surprising and refreshing: round and sharp fruitiness, with an almost antiseptic taste from the thyme.  The raspberries are two native Burgundian varieties, with a large proportion of Scottish fruit as well.  It combines brilliantly with rabbit.",,
southern comfort,alcohol,lauren,"One of the world's most famous liqueurs, Southern Comfort is made with American grain spirit and peaches and tastes great with traditional lemonade, or with vodka, orange & grenadine: the 'Alabama Slammer'. Southern Comfort is made from 100-percent grain-neutral spirit base (basically vodka), fruit, spices and at times the recipe has included a little bourbon. We spoke to Charles K. Cowdery, who worked at Southern Comfort back in the day, and he said that the recipe at least used to be ""grain neutral spirit, sugar, and a fruit concentrate in which the dominant fruit is apricot.""","i recently finished remnants of a litre bottle from the 90’s. a truly 5* drink on its own or with ice & lemonade at any time/ any occasion!!this takes me back to the late 70s / early 80s, it may have tasted better then but it maybe me, i will be buying again soon.the 100 proof is the real deal - i don't even bother with the lower proof one, they taste so different.the best drink ever!this is an exelent product, it world be nice if i can buy it in germany.excellent more bite really nicei think its amazingi have a colleague who is bringing me the southern comfort 100 proof direct from the usa. i must admit, there is nothing to compare this tast. i don't even drink it on ice because i think it takes to much of the taste away.i live in oz and traveled to the us as well. just wish it was easily available in the uk. taste is wonderful but be careful. no where near as sweet at the 35% . good with ginger ale but a shame to dilute it. stick with ice.i recently enjoyed the 70 proof original along with a dozen other popular whiskeys. southern comfort was my favorite out of the lot. heck, sc is so incredibly tasty it may dethrone my affinity for all things jim beam. i'd give it 6-stars if they'd let me.smooth and delicious, also fantastic as the alcohol in christmas cake!6/2/16 just bought a bottle of 70 proof and it has very little flavor - have been drinking this for over 50 years, what is up? 100 proof was to intoxicating for me.best of all the southern comfort rangeawesome stuff. sneaks up on you though so be careful how much you are drinking.i frickin lovebit! my sister-in-law brings me a couple of bottles at xmas each year and iblooooove it with aslice of lime ice and ginger ale! bring it to the uk! ?i live in the us i go around the corner to get it, and it's the best ever with pineapple juicefirst tried this when i bought it through duty free coming back from florida. the stuff is amazing. so smooth and for something as strong as it is it doesnt really reflect that in the taste of the drink. its not harsh at all and is easily quaffable straight with some ice. it also mixes beautifully with lemonade.awesome stuff, smooth yet potent. can't wait until it's back in stock!discovered sc 100 proof on at trip to the us 10 years ago (actually visited the plantation pictured on the bottle a couple days later). have been looking for it ever since and visited lots of taxfreeshops all over europe. but no... then i found out that the whiskey exhange had it, and on a trip over from norway, where i live, i bought four bottles... oh joy!!! :-)best ?40 i ever spent. this sc has a fantastic kick to it and is just what you need after a stressful day.don't overdo it though, you need to respect this stuff.great service from the whisky exchange too...",
triple sec,alcohol,lauren,"This triple sec liqueur is made with an 18-day infusion of lemon peel, lime, bergamot, sweet orange, bitter orange and mandarin. The ingredients are hand-stirred using the bâttonage technique common in winemaking. Fresh, punchy and full of orange citrus notes, this is a great digestif or cocktail ingredient. A bottle of orange flavoured liqueur from French experts Lejay-Lagoute, best-known for their legendary Crème de Cassis. A balance between freshness, fruitiness and bitterness this makes a great base for cocktails.",,
white créme de cacao liqueur,alcohol,lauren,"The liqueur masters do it again, this time with an elegant creme de cacao bottling that will add subtle notes of white chocolate and vanilla to your desserts and cocktails. Try a little drizzled over vanilla ice cream, or shake it up in a Brandy Alexander, that classic after-dinner cocktail.",,no reviews
vanilla liqueur,alcohol,ian,"France- Drillaud cordials are an excellent way to add elegance and flavor to your favorite cocktail, or to create something your very own. Drillaud Vanilla Liqueur has sweet, subtle notes of vanilla with an elegant and smooth finish.
","★★★★★
★★★★★ 5 out of 5 stars.	· a month ago  
Great Sipping
I bought this as a one bottle try and went back and bought a case. Great sipping wine especially as a night cap

✔ Yes, I recommend this product.",
white crème de cacao,alcohol,ian,"In 1695, John DeKuyper perfected a formula for a new and prized Geneva Gin. It was his first cordial, and the start to a long tradition. Today, DeKuyper offers over 55 flavors, and is the #1 Selling cordial line. DeKuyper outsells its nearest competitor by more than 2 to 1, and all flavors are certified Kosher. DeKuyper Creme De Cocao White is a sweet chocloate liqueur which is an essential ingrediant in rich, creamy cocktails.","★★★★★
★★★★★ 5 out of 5 stars.	· a year ago  
Love This Product.
I really love this brand of Creme De Cacao. I am disappointed that you will no longer carry it.

+ Pros: awesome, tasty, perfect
✔ Yes, I recommend this product.",
white chocolate liqueur,alcohol,ian,"Made following an authentic Dutch chocolate recipe. This drink has a soft, creamy taste with a touch of vanilla. It is a beautiful combination with fresh fruit, such as raspberries or strawberries. Serve it on the rocks or poured over your favorite dessert.2018 SF Spirits Silver Medal.","★★★★★
★★★★★ 5 out of 5 stars.	· a month ago  
Great Taste
I first bought this last summer in Washington. It is so delicious I had to get more. It is wonderful on the rocks with hazelnut cream!

✔ Yes, I recommend this product.
Originally posted on Van Meer's White Chocolate Liqueur
0 people found this review helpful.0 people did not find this review helpful.
Helpful?
Yes · 0 0 people found this review helpful. Click to agree.No · 0 0 people did not find this review helpful. Click to agree.
Report

wineandmorewine
campbell ca
Review 1 Votes 0
Expertise Connoisseur
★★★★★
★★★★★ 5 out of 5 stars.	· a month ago  
Nice Surprise
Was very good for the price! Would buy again. Great taste.

✔ Yes, I recommend this product.
Originally posted on Van Meer's White Chocolate Liqueur
0 people found this review helpful.0 people did not find this review helpful.
Helpful?
Yes · 0 0 people found this review helpful. Click to agree.No · 0 0 people did not find this review helpful. Click to agree.
Report

Kim17
Anderson, SC
Reviews 2 Votes 0
Expertise Casual Taster
★★★★★
★★★★★ 5 out of 5 stars.	· 2 months ago  
White Chocolate
This is one of OUR FAVS. We love it in coffee. Also straight with some VEIL Caramel vodka.

✔ Yes, I recommend this product.",
limoncello,alcohol,ian,"Italy - This beautiful Limoncello starts with an enticing bouquet of tart fresh lemon. Produced in Italy by the famed Lazzaroni, using an infusion of non-treated lemon peel from Sicily, made to a very old recipe. Highly authentic and best served chilled as a digestif.","★★★★★
★★★★★ 5 out of 5 stars.	· 6 months ago  
So Natural11
I am so happy about this product. Limoncello Lazzaroni is very natural, no addition of colors or flavors.

✔ Yes, I recommend this product.",
sparkling wine,alcohol,ian,California- Ruffino Sparkling Rose is fresh and fragrant with notes of strawberry and slight hints of rose petals. This bubbly wine has flavors of red berries and white fruits that linger through the finish.,"★★★★★
★★★★★ 5 out of 5 stars.	· 8 months ago  
Amazing Rose
I purchased it a few wee ago and I’m in love. Not too sweet just perfect. I love the Moet nectar rose champagne but this is just as amazing. Even better!!

✔ Yes, I recommend this product.
Originally posted on Ruffino Sparkling Rose Wine
4 people found this review helpful.0 people did not find this review helpful.
Helpful?
Yes · 4 4 people found this review helpful. Click to agree.No · 0 0 people did not find this review helpful. Click to agree.
Report

Kate86
Reviews 2 Votes 24
★★★★★
★★★★★ 5 out of 5 stars.	· 2 years ago  
Awesome Sparkling Rose!
I really love this Rose. It is a little dry and not too sweet. It's a great balance between a champagne and rose (hence ""sparkling"") and I've enjoyed it during the day and evening.

✔ Yes, I recommend this product.",
apricot brandy,alcohol,ian,"France - D'USSE XO Cognac delivers rich flavor notes of ripe blackberry and apricot, layered with hints of dark chocolate and walnut, culminating in an exceptionally balanced finish. Sip neat and enjoy.","★★★★★
★★★★★ 5 out of 5 stars.	· 2 years ago  
An Amazing Cognac
I've enjoyed Cognac before but never experienced anything like this. The beautiful amber color is the first thing that strikes you. The nose lends to chocolate with a hint of fruit. It hits heavy on the palate and explodes with flavor. My mouth lit up with flavor of apricot, chocolate, smoke and alcohol! It is smooth and has a long finish. It's an amazing treat!

+ Pros: amazing smooth chocolate apricot
✔ Yes, I recommend this product.",
archers® peach schnapps,alcohol,ian,"Archers peach schnapps is deliciously balanced with a natural peach flavour. Archers is the perfect choice for those who enjoy their schnapps with subtle, sweet fruit flavours. Served over ice with lemonade or orange juice or cranberry juice, Archers peach is ideal for sharing with friends.","5.0 out of 5 starslove this
20 July 2017
Verified Purchase
love this - don't drink it much, but poach fruit in it. Scrumptious.
2 people found this helpful
Helpful
Comment Report abuse
	Carol
5.0 out of 5 starsVery good price on Amazon Pantry.
6 December 2018
Verified Purchase
Only recently introduced to this by a friend, and really love it ,specially with lemonade and a little Volare banana liquer!
Helpful
Comment Report abuse
	Lorraine Wilkinson
5.0 out of 5 starsLovely fruity refreshing taste
26 September 2018
Verified Purchase
Lovely fruity taste. Mix one part this one part vodka 2 parts cranberry juice & top with lemonade - lovely woo woo cocktail sooooo refreshing",
aromatic bitters,alcohol,ian,"The herbal essences of Angostura bitters are well-suited for whiskey and rum drinks and add structure and complexity to fruity cocktails
Serve an Old Fashioned classic cocktail at your bar, restaurant, or lounge made with whiskey, bitters, sugar, and water
Angostura bitters can also be used in mojitos, Manhattans, Island Breezes, and more
Bitter and tangy to the taste, bitters are reminiscent of cinnamon, cardamom, anise, and cloves.
Known to enhance the flavor of ingredients without masking their true flavor, bitters are also known as a restorative concentrate that may help ease an upset stomach","4.0 out of 5 starsA16oz bottle is too big for dashing
December 29, 2014
Color: N/aVerified Purchase
While I love angostura bitters, I wanted to give this packaging a four star review instead of five as a bit of a warning--a 16oz bottle is extremely difficult to ""dash"" from. I didn't think about that before I bought this, my fault of course, but I hope you will. The normal 4oz bottle of ango is the perfect size for dashing in a drink. This one is tough...the weight of the liquid behind itself when you tip it over really gushes the bitters out, I usually end up spilling some with this bottle. And value wise this bottle was only a dollar or two cheaper than buying four bottles of the normal size. So unless you are batching large amounts of cocktails, I would say stick to the small bottle!
42 people found this helpful
Helpful
Comment Report abuse
	Pittiou
5.0 out of 5 starsCan't do without it.
November 7, 2016
Color: N/aVerified Purchase
Every household should stock up on their very own bottle of bitters, I use it for drinks, seasoning or even on upset stomach, its very well known as a Caribbean favorite for years.
8 people found this helpful
Helpful
Comment Report abuse
	Dak
5.0 out of 5 starsTHE BEST! - buy 16 oz!
February 1, 2019
Color: N/aVerified Purchase
This is the best, the only bitters for Old Fashions - period. And other cocktails, marinades, etc. It adds flavor and color and aroma - just put a dash on your hands and you will know!
I am puzzled as to where it comes from - Jamaica or Trinidad. I've seen bottles from both. Buy the big 16 oz. and save.",
baileys almande (0.8 units),alcohol,ian,"Ireland- Introducing a delicious and light tasting spirit from Baileys made with real almondmilk. This smooth spirit blends the luscious, nutty flavors of real almondmilk and real vanilla to create a versatile drink.","★★★★★
★★★★★ 5 out of 5 stars.	· 2 months ago  
Happy
Excellent sub for regular bailey's for the non-lactose and vegan groups. Tastes like happy.

✔ Yes, I recommend this product.
0 people found this review helpful.0 people did not find this review helpful.
Helpful?
Yes · 0 0 people found this review helpful. Click to agree.No · 0 0 people did not find this review helpful. Click to agree.
Report

Miami82
Review 1 Votes 2
★★★★★
★★★★★ 5 out of 5 stars.	· a year ago  
Amazing Lactose Free Option!
I store in fridge, add to iced lattes and it's amazing. Great flavor. Even those not lactose intolerant like it!

✔ Yes, I recommend this product.",
