name,category,assigned to,description,review,
'cracked black pepper',mixer,ian,"Black pepper (Piper nigrum) is a flowering vine in the family Piperaceae, cultivated for its fruit, known as a peppercorn, which is usually dried and used as a spice and seasoning. When fresh and fully mature, it is about 5 mm (0.20 in) in diameter and dark red, and contains a single seed, like all drupes. Peppercorns and the ground pepper derived from them may be described simply as pepper, or more precisely as black pepper (cooked and dried unripe fruit), green pepper (dried unripe fruit), or white pepper (ripe fruit seeds). Ground dried and cooked peppercorns have been used since antiquity, both for flavour and as a traditional medicine. Black pepper is the world's most traded spice, and is one of the most common spices added to cuisines around the world. Its spiciness is due to the chemical compound piperine, which is a different kind of spicy from the capsaicin characteristic of chili peppers. It is ubiquitous in the modern world as a seasoning, and is often paired with salt and available on dining tables in shakers.",,
'cucumber water',mixer,ian,"Cucumber water is a cheap, quick, and flavorful way to drink and enjoy water. Cucumbers contain a range of vitamins, antioxidants, and other nutrients that might help prevent a variety of conditions, including cancer and diabetes, as well as keeping bones, skin, and muscles healthy",,
'cup of filter coffee',mixer,ian,"Brewed coffee is made by pouring hot water onto ground coffee beans, then allowing to brew. There are several methods for doing this, including using a filter, a percolator, and a French press. Terms used for the resulting coffee often reflect the method used, such as drip brewed coffee, filtered coffee, pour-over coffee, immersion brewed coffee, or simply coffee. Water seeps through the ground coffee, absorbing its constituent chemical compounds, and then passes through a filter. The used coffee grounds are retained in the filter, while the brewed coffee is collected in a vessel such as a carafe or pot.",,
'dark chocolate ganache',mixer,ian,"Chocolate ganache is a smooth, silky, shiny glaze that is made with only 2 ingredients. It is perfect as a filling or for glazing desserts such as cakes and doughnuts.",,
'diet lemonade',mixer,ian,"Do you love lemonade but would prefer a healthy alternative to the normally sugar-loaded drink. Looking for a refreshing summer drink that is easy on your wallet? Well, do I have a versatile sugar-free lemonade recipe for you! It's a homemade lemonade recipe with a low-carb twist.",,
'diet tonic water',mixer,ian,"tonic is both carbonated and contains added minerals. But you'd never mistake the taste of tonic for any of the others. The biggest difference with tonic water is that it contains quinine, a compound isolated from the bark of cinchona trees. The compound was added to water centuries ago to prevent malaria. Because quinine is so bitter, someone along the way added sugar and carbonation to help the drink go down a little easier. Ta-da! That's the gin-friendly tonic water we have today. It's the only drink on this list that contains calories, mostly from the sugar.",,
'distilled vinegar',mixer,ian,"The term ""distilled vinegar"" as used in the United States (called ""spirit vinegar"" in the UK, ""white vinegar"" in Canada[27]) is something of a misnomer because it is not produced by distillation but by fermentation of distilled alcohol. The fermentate is diluted to produce a colorless solution of 5% to 8% acetic acid in water, with a pH of about 2.6. This is variously known as distilled spirit, ""virgin"" vinegar,[28] or white vinegar, and is used in cooking, baking, meat preservation, and pickling, as well as for medicinal, laboratory, and cleaning purposes.[26] The most common starting material in some regions, because of its low cost, is malt,[29] or in the United States, corn. It is sometimes derived from petroleum.[30] Distilled vinegar is used predominantly for cooking, although in Scotland it is used as an alternative to brown or light malt vinegar. White distilled vinegar can also be used for cleaning, and some is actually sold specifically for this purpose.",,
'dark chocolate',mixer,ian,"Dark chocolate (also known as black chocolate, plain chocolate, or sour chocolate) is a form of chocolate containing cocoa solids, cocoa butter and sugar, without the milk found in milk chocolate.[1] Government and industry standards of what products may be labeled ""dark chocolate"" vary by country and market.[1]",,
'demerara sugar syrup',mixer,ian,"While standard simple syrup made with everyday white sugar works for most cocktails, some drinks call for demerara simple syrup made with amber-hued demerara sugar. This type of cane sugar is more like brown sugar than white sugar, in both look and flavor. Combined with water, it dissolves into a richly flavored syrup that can stand up to strong spirits and other powerful cocktail ingredients. Try swapping it in for your usual simple syrup or straight sugar in an Old Fashioned for an extra cozy cocktail or use it in tiki cocktails like Grog. It will also take your Daiquiri over the top, elevating the flavors in the rum and enriching the fresh lime juice. Demerara syrup is also absolutely necessary for a sweet and creamy Rum Flip. And it helps make a better Rum Punch.",,
'demerara sugar',mixer,ian,"Demerara sugar is a large-grained, somewhat crunchy, raw sugar with origins in Guyana (a colony formerly called Demerara). Because of the rising popularity of Demerara over the years (with the European market being the early adopters, and the U.S. market slowly following behind) this particular type of sugar is now produced in Mexico, India, Hawaii, among other countries.",,
'diet cola',mixer,ian,"Diet Coke (called Coca-Cola Light in some countries) is a sugar-free and no-calorie soft drink produced and distributed by The Coca-Cola Company. It contains artificial sweeteners instead of sugar. Unveiled on July 8, 1982[1] and introduced in the United States on August 9,[2] it was the first new brand since 1886 to use the Coca-Cola trademark. The product quickly overtook the company's existing diet cola, Tab, in sales.",,
'double cream',mixer,ian,"Double cream or full-fat crÃ¨me fraÃ®che are often used when cream is added to a hot sauce, to prevent any problem with it separating or ""splitting"". Double cream can be thinned with milk to make an approximation of single cream.",,
'dragon fruit juice',mixer,ian,"The fruit's texture is sometimes likened to that of the kiwifruit because of its black, crunchy seeds. The flesh is bland, mildly sweet and low in calories. The seeds have a nutty taste.[citation needed] The seeds are rich in lipids.[10] Dragon fruit is also used to flavor (and color) juices and alcoholic beverages, such as ""Dragon's Blood Punch"" and the ""Dragotini"".[11] The flowers can be eaten or steeped as tea.[12]",,
'earl grey syrup',mixer,ian,"Earl Grey tea is a tea blend which has been flavoured with the addition of oil of bergamot. The rind's fragrant oil is added to black tea to give Earl Grey its unique taste.[1] Traditionally, Earl Grey was made from black teas, but tea companies have since begun to offer Earl Grey in other varieties as well, such as green or oolong.[2]",,
'edible gold and nutmeg',mixer,ian,"Once in pounded form, itâ€™s known as gold leaf and is sold in sheets separated by paper, or in flakes or powder. The gold is gently pressed or brushed onto chocolate or other confections (especially exotic ones â€” India and Asia love using the stuff on sweets). Gold leaf is also commonly floated in cocktails or added to bottled liquor like GoldschlÃ_ger for a glittery touch. ",,
